# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
2017hbi  58024.52  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.347   0.577    kait4
2017hbi  58026.52  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.248   0.288    kait4
2017hbi  58027.52  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.091   0.356    kait4
2017hbi  58028.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.394   0.138    kait4
2017hbi  58031.33  18.039   0.260  18.093   0.229  99.999  99.999  99.999  99.999  17.720   0.058    kait4
2017hbi  58036.43  17.185   0.022  17.168   0.022  17.175   0.021  17.321   0.036  99.999  99.999  nickel2
2017hbi  58036.52  17.175   0.076  17.300   0.057  99.999  99.999  99.999  99.999  17.029   0.016    kait4
2017hbi  58037.51  17.157   0.036  17.103   0.030  17.056   0.029  17.193   0.057  16.928   0.021    kait4
2017hbi  58038.49  17.116   0.071  17.065   0.085  17.021   0.054  17.169   0.090  16.868   0.036    kait4
2017hbi  58042.49  16.905   0.031  16.867   0.022  16.836   0.258  16.978   0.036  16.690   0.024    kait4
2017hbi  58043.39  16.847   0.017  16.854   0.011  16.798   0.012  16.950   0.012  99.999  99.999  nickel2
2017hbi  58043.48  16.871   0.047  16.835   0.210  16.810   0.034  16.954   0.036  16.662   0.019    kait4
2017hbi  58044.48  16.814   0.049  16.852   0.046  16.795   0.052  16.942   0.073  16.667   0.035    kait4
2017hbi  58045.47  16.777   0.352  16.829   0.090  16.823   0.040  16.820   0.209  16.617   0.203    kait4
2017hbi  58047.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.743   0.050    kait4
2017hbi  58050.47  16.920   0.031  16.897   0.023  16.819   0.246  16.994   0.038  16.723   0.024    kait4
2017hbi  58051.46  16.940   0.033  16.938   0.026  16.825   0.020  16.983   0.041  16.737   0.019    kait4
2017hbi  58052.40  17.002   0.010  16.930   0.006  16.828   0.007  16.945   0.011  99.999  99.999  nickel2
2017hbi  58052.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.749   0.562    kait4
2017hbi  58053.46  17.020   0.032  16.976   0.023  16.872   0.022  16.943   0.038  16.725   0.018    kait4
2017hbi  58054.45  17.050   0.031  16.998   0.023  16.868   0.019  16.994   0.040  16.772   0.021    kait4
2017hbi  58055.45  17.128   0.027  16.987   0.018  16.863   0.019  17.006   0.176  16.809   0.020    kait4
2017hbi  58056.45  17.217   0.038  17.030   0.021  16.898   0.335  17.021   0.038  16.827   0.816    kait4
2017hbi  58058.44  17.371   0.141  17.111   0.045  17.006   0.041  17.008   0.084  16.905   0.034    kait4
2017hbi  58059.30  17.483   0.104  17.161   0.051  16.989   0.046  17.163   0.080  17.001   0.031    kait4
2017hbi  58064.43  17.877   0.141  17.329   0.050  17.237   0.045  17.115   0.120  17.131   0.037    kait4
2017hbi  58065.42  17.870   0.099  17.365   0.060  17.093   0.053  17.188   0.111  17.141   0.040    kait4
2017hbi  58067.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.353   0.142    kait4
2017hbi  58068.42  18.134   0.133  17.486   0.034  17.228   0.029  17.148   0.171  17.240   0.024    kait4
2017hbi  58069.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.273   0.060    kait4
2017hbi  58070.42  18.220   0.077  17.557   0.034  17.255   0.032  17.107   0.041  17.259   0.026    kait4
2017hbi  58075.40  18.564   0.217  17.656   0.120  17.266   0.201  17.124   0.157  17.410   0.079    kait4
2017hbi  58076.40  18.572   0.184  17.961   0.099  17.326   0.065  17.150   0.086  17.443   0.049    kait4
2017hbi  58078.38  18.853   0.043  17.936   0.025  17.439   0.046  17.227   0.016  99.999  99.999  nickel2
2017hbi  58079.38  18.787   0.138  17.890   0.058  17.388   0.036  17.202   0.053  17.501   0.034    kait4
2017hbi  58080.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.487   0.222    kait4
2017hbi  58085.38  19.144   0.213  18.155   0.074  17.643   0.049  17.454   0.068  17.762   0.040    kait4
2017hbi  58086.31  19.195   0.289  18.208   0.163  17.840   0.123  17.614   0.154  17.861   0.080    kait4
2017hbi  58087.28  18.938   0.232  18.228   0.234  17.705   0.154  17.285   0.129  17.944   0.084    kait4
2017hbi  58087.32  19.288   0.050  18.331   0.025  17.733   0.017  17.453   0.020  99.999  99.999  nickel2
2017hbi  58089.30  19.408   0.188  18.236   0.080  17.827   0.092  17.276   0.113  99.999  99.999  nickel2
2017hbi  58093.34  19.168   0.375  18.584   0.139  17.915   0.087  17.669   0.108  18.091   0.062    kait4
2017hbi  58094.34  19.077   0.427  18.443   0.262  17.955   0.124  17.703   0.142  18.133   0.094    kait4
2017hbi  58095.34  19.514   0.384  18.550   0.152  18.056   0.104  17.886   0.135  18.321   0.339    kait4
2017hbi  58096.34  19.517   0.542  18.802   0.196  18.155   0.118  17.647   0.113  18.145   0.073    kait4
2017hbi  58097.31  19.627   0.035  18.655   0.022  18.105   0.019  17.819   0.023  99.999  99.999  nickel2
2017hbi  58097.33  19.479   0.179  18.673   0.182  18.082   0.049  17.817   0.061  18.178   0.052    kait4
2017hbi  58098.34  19.210   0.481  18.746   0.162  18.038   0.125  17.784   0.155  18.294   0.079    kait4
2017hbi  58099.28  19.640   0.213  18.673   0.073  18.183   0.054  17.926   0.162  18.232   0.041    kait4
2017hbi  58100.31  19.628   0.255  18.612   0.147  18.295   0.060  18.003   0.077  18.329   0.052    kait4
2017hbi  58102.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.401   0.110    kait4
2017hbi  58106.30  19.771   0.195  18.929   0.096  18.355   0.150  18.099   0.083  18.349   0.093    kait4
2017hbi  58109.30  19.448   0.290  18.993   0.137  18.426   0.097  18.116   0.108  18.562   0.082    kait4
2017hbi  58115.22  19.281   0.375  18.865   0.297  18.497   0.256  18.266   0.351  18.717   0.238    kait4
2017hbi  58125.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.974   0.265    kait4
2017hbi  58129.27  20.178   0.107  19.266   0.029  18.996   0.027  18.789   0.057  99.999  99.999  nickel2
2017hbi  58130.21  20.091   0.391  19.211   0.210  19.050   0.200  18.891   0.258  19.146   0.188    kait4
2017hbi  58132.27  20.294   0.129  19.260   0.063  19.065   0.066  18.861   0.100  99.999  99.999  nickel2
2017hbi  58134.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.958   0.277    kait4
2017hbi  58142.25  20.320   0.136  19.444   0.073  19.279   0.080  19.068   0.073  99.999  99.999  nickel2
2017hbi  58146.23  20.385   0.441  19.633   0.298  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2017hbi  58149.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.283   0.336    kait4
2017hbi  58154.18  20.572   0.118  19.609   0.055  19.633   0.054  19.389   0.103  99.999  99.999  nickel2
2017hbi  58163.15  20.665   0.219  19.774   0.135  19.898   0.242  99.999  99.999  99.999  99.999  nickel2
2017hbi  58165.19  20.711   0.150  19.990   0.113  20.054   0.150  19.882   0.195  99.999  99.999  nickel2
2018aoz  58217.32  13.225   0.012  13.200   0.007  13.065   0.006  13.125   0.007  13.011   0.012    kait4
2018aoz  58223.34  13.055   0.031  12.950   0.017  12.901   0.015  13.235   0.019  12.886   0.016    kait4
2018aoz  58231.32  13.595   0.035  13.298   0.017  13.439   0.015  13.811   0.022  13.438   0.026    kait4
2018aoz  58240.29  14.726   0.118  13.802   0.085  13.707   0.080  13.733   0.158  13.746   0.086    kait4
2018aoz  58245.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.792   0.101    kait4
2018aoz  58250.27  15.756   0.030  14.542   0.013  14.231   0.009  13.842   0.013  14.221   0.007    kait4
2018aoz  58255.24  15.949   0.043  14.832   0.014  14.534   0.009  14.233   0.012  14.569   0.010    kait4
2018aoz  58256.18  16.062   0.046  14.875   0.014  14.602   0.009  14.292   0.012  14.621   0.009    kait4
2018aoz  58257.18  16.027   0.053  14.914   0.015  14.633   0.009  14.344   0.014  14.668   0.009    kait4
2018aoz  58258.23  16.099   0.039  14.942   0.016  14.689   0.010  14.418   0.013  14.731   0.010    kait4
2018aoz  58259.18  16.201   0.212  14.990   0.030  14.725   0.019  14.472   0.065  14.758   0.014    kait4
2018aoz  58260.19  16.107   0.040  15.050   0.013  14.768   0.010  14.552   0.016  14.807   0.009    kait4
2018aoz  58261.19  16.145   0.032  15.048   0.013  14.829   0.011  14.573   0.015  14.835   0.015    kait4
2018aoz  58262.19  16.078   0.041  15.067   0.016  14.843   0.015  14.631   0.018  14.847   0.020    kait4
2018aoz  58265.19  16.190   0.078  15.192   0.018  14.984   0.013  14.819   0.015  15.033   0.012    kait4
2018aoz  58266.19  16.203   0.064  15.208   0.022  15.012   0.016  14.851   0.019  15.038   0.013    kait4
2018aoz  58267.19  16.313   0.056  15.271   0.019  15.052   0.013  14.928   0.015  15.098   0.014    kait4
2018aoz  58269.20  16.399   0.084  15.362   0.027  15.140   0.022  15.077   0.032  15.189   0.017    kait4
2018aoz  58271.20  16.283   0.035  15.379   0.013  15.198   0.011  15.133   0.014  15.257   0.010    kait4
2018aoz  58273.19  16.329   0.040  15.443   0.014  15.272   0.011  15.230   0.017  15.324   0.013    kait4
2018aoz  58275.19  16.443   0.047  15.481   0.016  15.330   0.012  15.358   0.017  15.400   0.013    kait4
2018aoz  58278.21  16.455   0.040  15.590   0.016  15.440   0.015  15.461   0.019  15.507   0.015    kait4
2018aoz  58280.19  16.448   0.050  15.651   0.018  15.517   0.014  15.538   0.020  15.556   0.013    kait4
2018aoz  58283.21  16.590   0.073  15.693   0.025  15.616   0.023  15.744   0.042  15.690   0.024    kait4
2018aoz  58285.20  16.569   0.077  15.790   0.019  15.685   0.017  15.807   0.028  99.999  99.999    kait4
2018aoz  58287.20  16.586   0.090  15.853   0.036  15.780   0.027  15.914   0.041  15.810   0.029    kait4
2018aoz  58289.21  16.595   0.105  15.871   0.041  15.813   0.032  15.992   0.063  15.921   0.032    kait4
2018aoz  58291.22  16.518   0.140  15.876   0.071  15.932   0.081  15.921   0.120  15.837   0.113    kait4
2018aoz  58293.20  16.756   0.134  16.063   0.046  15.998   0.040  16.186   0.061  16.012   0.038    kait4
2018dem  58307.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.212   0.059    kait4
2018dem  58308.40  18.758   0.096  18.503   0.083  18.388   0.079  18.675   0.195  18.354   0.058    kait4
2018dem  58309.47  18.754   0.099  18.558   0.079  18.309   0.060  18.772   0.158  18.231   0.051    kait4
2018dem  58311.45  19.348   0.166  18.634   0.071  18.557   0.099  18.861   0.183  18.514   0.063    kait4
2018dem  58313.46  19.192   0.126  18.779   0.082  18.553   0.085  18.880   0.210  19.078   0.113    kait4
2018dem  58314.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.023   0.160    kait4
2018dem  58315.43  19.424   0.154  18.740   0.092  18.985   0.114  19.027   0.196  19.150   0.198    kait4
2018dem  58316.45  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.914   0.126    kait4
2018dem  58317.42  19.543   0.237  19.148   0.119  18.890   0.124  19.058   0.209  18.970   0.078    kait4
2018dem  58318.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.976   0.118    kait4
2018dem  58319.43  19.311   0.251  18.903   0.133  19.013   0.143  19.232   0.271  19.246   0.100    kait4
2018dem  58321.41  20.015   0.997  19.296   0.162  19.156   0.207  19.067   0.311  19.620   0.197    kait4
2018dem  58323.45  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.525   0.163    kait4
2018dem  58324.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.149   0.267    kait4
2018dem  58325.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.182   0.443    kait4
2018dem  58330.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.513   0.255    kait4
2018dem  58332.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.636   0.250    kait4
2018dem  58333.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.759   0.243    kait4
2018dem  58334.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.506   0.367    kait4
2018dem  58335.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.282   0.398    kait4
2018dem  58336.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.605   0.405    kait4
2018dem  58337.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.137   0.290    kait4
2018dem  58338.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.319   0.344    kait4
2018dem  58339.41  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.313   0.590    kait4
2018dem  58340.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.342   0.257    kait4
2018dem  58342.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  21.000   0.556    kait4
2018dem  58344.33  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.363   0.672    kait4
2018dem  58345.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.574   0.362    kait4
2018dem  58346.35  20.277   0.533  20.255   0.278  20.179   0.323  99.999  99.999  99.999  99.999    kait4
2018dem  58348.34  20.615   0.628  20.392   0.243  20.080   0.257  99.999  99.999  20.989   0.362    kait4
2018dem  58352.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.565   0.525    kait4
2018dem  58366.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.681   0.608    kait4
2018dem  58370.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.753   0.485    kait4
2018dem  58374.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  21.323   0.632    kait4
2018dem  58378.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.798   0.501    kait4
2018dem  58403.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  21.573   0.326    kait4
 2018gv  58141.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.338   0.017    kait4
 2018gv  58142.37  13.348   0.009  13.412   0.006  13.304   0.012  13.362   0.013  13.196   0.024    kait4
 2018gv  58145.34  13.033   0.028  13.115   0.011  13.052   0.008  13.176   0.009  12.912   0.011    kait4
 2018gv  58146.34  13.010   0.007  13.047   0.007  12.998   0.008  13.167   0.349  12.884   0.018    kait4
 2018gv  58146.39  12.960   0.063  13.383   0.010  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2018gv  58147.31  13.036   0.065  13.003   0.078  13.079   0.040  13.180   0.162  12.954   0.053    kait4
 2018gv  58148.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  12.837   0.061    kait4
 2018gv  58152.29  12.994   0.011  12.962   0.021  12.982   0.312  13.299   0.020  12.834   0.055    kait4
 2018gv  58153.31  13.015   0.010  12.946   0.040  12.966   0.047  13.346   0.014  12.879   0.038    kait4
 2018gv  58154.42  13.039   0.010  12.943   0.006  12.954   0.007  13.375   0.013  12.916   0.013    kait4
 2018gv  58156.34  13.144   0.008  13.014   0.007  13.050   0.009  13.494   0.017  99.999  99.999    kait4
 2018gv  58157.27  13.240   0.039  13.101   0.031  13.132   0.030  13.569   0.025  13.016   0.014    kait4
 2018gv  58158.29  13.269   0.020  13.106   0.027  13.170   0.011  13.626   0.035  13.080   0.011    kait4
 2018gv  58159.25  13.329   0.012  13.157   0.022  13.254   0.056  13.703   0.014  13.146   0.011    kait4
 2018gv  58160.37  13.424   0.015  13.216   0.012  13.336   0.014  13.791   0.024  13.263   0.015    kait4
 2018gv  58161.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.320   0.013    kait4
 2018gv  58162.30  13.600   0.010  13.332   0.029  13.498   0.061  13.924   0.020  13.403   0.046    kait4
 2018gv  58163.25  13.713   0.013  13.400   0.011  13.562   0.018  13.971   0.021  13.447   0.015    kait4
 2018gv  58164.32  13.801   0.011  13.475   0.012  13.609   0.010  13.989   0.035  13.518   0.014    kait4
 2018gv  58165.26  13.917   0.016  13.543   0.056  13.663   0.030  13.996   0.016  13.575   0.021    kait4
 2018gv  58165.42  13.884   0.008  13.508   0.010  13.634   0.012  99.999  99.999  99.999  99.999  nickel2
 2018gv  58166.25  14.030   0.013  13.576   0.009  13.684   0.010  13.989   0.017  13.606   0.012    kait4
 2018gv  58167.23  14.122   0.038  13.677   0.054  13.734   0.053  13.965   0.047  13.686   0.220    kait4
 2018gv  58171.32  14.589   0.022  13.833   0.050  13.729   0.055  13.863   0.046  13.781   0.050    kait4
 2018gv  58175.25  14.956   0.036  13.993   0.017  13.763   0.025  13.758   0.026  13.852   0.017    kait4
 2018gv  58177.26  15.279   0.040  14.128   0.034  13.889   0.029  13.767   0.034  13.991   0.033    kait4
 2018gv  58182.24  15.576   0.040  14.349   0.017  14.007   0.016  13.756   0.017  14.100   0.023    kait4
 2018gv  58183.26  15.618   0.377  14.388   0.034  14.080   0.028  13.791   0.017  14.149   0.026    kait4
 2018gv  58184.23  15.657   0.037  14.454   0.021  14.135   0.020  13.852   0.020  14.249   0.078    kait4
 2018gv  58185.21  15.736   0.041  14.484   0.019  14.201   0.037  13.885   0.023  14.241   0.019    kait4
 2018gv  58186.29  15.714   0.324  14.614   0.102  14.178   0.203  14.005   0.202  99.999  99.999    kait4
 2018gv  58188.24  15.870   0.028  14.686   0.028  14.411   0.062  14.115   0.024  14.444   0.045    kait4
 2018gv  58189.22  15.934   0.301  14.769   0.290  14.435   0.047  14.252   0.072  14.530   0.026    kait4
 2018gv  58196.28  16.072   0.040  15.008   0.025  14.758   0.025  14.585   0.027  14.832   0.039    kait4
 2018gv  58204.21  16.210   0.050  15.261   0.027  15.061   0.034  15.013   0.046  15.106   0.047    kait4
 2018gv  58205.21  16.165   0.051  15.278   0.037  15.053   0.069  15.050   0.084  15.152   0.095    kait4
 2018gv  58206.20  16.180   0.047  15.277   0.052  15.163   0.066  15.100   0.037  99.999  99.999    kait4
